Compound	RNA.molecule	Compound.CID
"2,4,5-trichloropyrimidine"	hsa-mir-142	237259
2-(4-amino-3-mehtylphenyl)-7-fluorobenzothiazole	hsa-mir-221	400167
2-(4-amino-3-mehtylphenyl)-7-fluorobenzothiazole	hsa-mir-222	400167
2-(4-amino-3-mehtylphenyl)-7-fluorobenzothiazole	hsa-mir-375	400167
"2-(4-amino-3-methylphenyl)-5,6-difluorobenzothiazole"	hsa-mir-221	400168
"2-(4-amino-3-methylphenyl)-5,6-difluorobenzothiazole"	hsa-mir-222	400168
"2-(4-amino-3-methylphenyl)-5,6-difluorobenzothiazole"	hsa-mir-375	400168
2-(4-amino-3-methylphenyl)-7-hydroxybenzothiazole	hsa-mir-329-2	397016
2-(4-amino-3-methylphenyl)-7-hydroxybenzothiazole	hsa-mir-432	397016
2-(4-amino-3-(phenylacetylenyl)phenyl)benzothiazole	hsa-mir-19a	404146
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-let-7a-1	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-let-7b	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-let-7e	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-let-7g	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-let-7i	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-125a	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-129-2	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-132	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-153-1	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-15a	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-185	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-188	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-193a	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-218-1	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-218-2	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-22	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-23a	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-23b	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-24-1	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-24-2	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-26a-2	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-28	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-30a	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-30b	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-30c-1	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-30c-2	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-30d	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-30e	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-331	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-337	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-339	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-370	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-424	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-450a-1	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-450a-2	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-486	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-495	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-503	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-517c	24205088
"2[4'aminobiphenyl]5,6dichlorobenzimidazole"	hsa-mir-99b	24205088
"2,4-diamino-7-(4-chloroanilino)methylpteridine"	hsa-mir-138-2	393101
"2,4-diamino-7-(4-chloroanilino)methylpteridine"	hsa-mir-193a	393101
"2,4-diamino-7-(4-chloroanilino)methylpteridine"	hsa-mir-193b	393101
"2,4-diamino-7-(4-chloroanilino)methylpteridine"	hsa-mir-210	393101
"2,4-diamino-7-(4-chloroanilino)methylpteridine"	hsa-mir-296	393101
"2,4-diamino-7-(4-chloroanilino)methylpteridine"	hsa-mir-365-1	393101
"2,4-diamino-7-(4-chloroanilino)methylpteridine"	hsa-mir-365-2	393101
"2,4-diamino-7-(4-chloroanilino)methylpteridine"	hsa-mir-517c	393101
"2,4-diamino-7-(4-chloroanilino)methylpteridine"	hsa-mir-99b	393101
"2,4-diaminohexahydropyrimidine-5-carbonitrile"	hsa-mir-100	309160
"2,4-diaminohexahydropyrimidine-5-carbonitrile"	hsa-mir-125a	309160
"2,4-diaminohexahydropyrimidine-5-carbonitrile"	hsa-mir-219-1	309160
"2,4-diaminohexahydropyrimidine-5-carbonitrile"	hsa-mir-23a	309160
"2,4-diaminohexahydropyrimidine-5-carbonitrile"	hsa-mir-23b	309160
"2,4-diaminohexahydropyrimidine-5-carbonitrile"	hsa-mir-24-1	309160
"2,4-diaminohexahydropyrimidine-5-carbonitrile"	hsa-mir-24-2	309160
"2,4-diaminohexahydropyrimidine-5-carbonitrile"	hsa-mir-27b	309160
"2,4-diaminohexahydropyrimidine-5-carbonitrile"	hsa-mir-28	309160
"2,4-dihydroxy-6-methyl-4'-nitroazobenzene"	hsa-mir-106a	69095
"2,4-dihydroxy-6-methyl-4'-nitroazobenzene"	hsa-mir-142	69095
"2,4-dihydroxy-6-methyl-4'-nitroazobenzene"	hsa-mir-18a	69095
"2,4-dihydroxy-6-methyl-4'-nitroazobenzene"	hsa-mir-19a	69095
"2,4-dihydroxy-6-methyl-4'-nitroazobenzene"	hsa-mir-19b-1	69095
"2,4-dihydroxy-6-methyl-4'-nitroazobenzene"	hsa-mir-19b-2	69095
"2,4-dihydroxy-6-methyl-4'-nitroazobenzene"	hsa-mir-20a	69095
"2,4-dihydroxy-6-methyl-4'-nitroazobenzene"	hsa-mir-23a	69095
"2,4-dihydroxy-6-methyl-4'-nitroazobenzene"	hsa-mir-23b	69095
"2,4-dihydroxy-6-methyl-4'-nitroazobenzene"	hsa-mir-27b	69095
"2,4-dihydroxy-6-methyl-4'-nitroazobenzene"	hsa-mir-93	69095
"2,4-dinitrobromobenzene"	hsa-let-7i	11441
"2,4-dinitrobromobenzene"	hsa-mir-135a-1	11441
"2,4-dinitrobromobenzene"	hsa-mir-149	11441
"2,4-dinitrobromobenzene"	hsa-mir-150	11441
"2,4-dinitrobromobenzene"	hsa-mir-193a	11441
"2,4-dinitrobromobenzene"	hsa-mir-194-1	11441
"2,4-dinitrobromobenzene"	hsa-mir-324	11441
"2,4-dinitrobromobenzene"	hsa-mir-328	11441
"2,4-dinitrobromobenzene"	hsa-mir-330	11441
"2,4-dinitrobromobenzene"	hsa-mir-33b	11441
"2,4-dinitrobromobenzene"	hsa-mir-431	11441
"2,4-dinitrobromobenzene"	hsa-mir-493	11441
"2,4-dinitrobromobenzene"	hsa-mir-494	11441
"2,4-dinitrobromobenzene"	hsa-mir-497	11441
"2,4-dinitrobromobenzene"	hsa-mir-518a-2	11441
"2,4-dinitrobromobenzene"	hsa-mir-519e	11441
"2,4-dinitrobromobenzene"	hsa-mir-521-1	11441
"2,4-dinitrobromobenzene"	hsa-mir-95	11441
"2-[4-(methoxy)phenoxy]-3-phenyl-5,7-diamminoquinoxaline"	hsa-mir-27b	404586
"2-[4-(methoxy)phenoxy]-3-phenyl-5,7-diamminoquinoxaline"	hsa-mir-342	404586
2-(4-n-n-dimethylaminostyryl)-3-methyl iodide	hsa-mir-142	6474466
2-(4-n-n-dimethylaminostyryl)-3-methyl iodide	hsa-mir-193a	6474466
2-(4-n-n-dimethylaminostyryl)-3-methyl iodide	hsa-mir-210	6474466
"2-(4-((oxiran-2-yl)methoxy)styryl)-4,5-dihydrooxazole"	hsa-mir-142	24206038
"2,4-pyrimidinediamine, 5-(3-azido-4-chlorophenyl)-6-ethyl-"	hsa-mir-181b-2	125330
"2,4-pyrimidinediamine, 5-(3-azido-4-chlorophenyl)-6-ethyl-"	hsa-mir-181d	125330
"2,4-pyrimidinediamine, 5-(3-azido-4-chlorophenyl)-6-ethyl-"	hsa-mir-30a	125330
"2,4-pyrimidinediamine, 5-(3-azido-4-chlorophenyl)-6-ethyl-"	hsa-mir-30d	125330
"2,4-pyrimidinediamine, 5-(4-chloro-3-nitrophenyl)-6-ethyl-"	hsa-mir-24-2	327404
"2,4-quinazolinediamine, 6-[(4-chlorophenyl)thio]-"	hsa-mir-181b-2	328131
"2,4-quinazolinediamine, 6-[(4-chlorophenyl)thio]-"	hsa-mir-507	328131
"2,4-quinazolinediamine, 6-[[4-(dimethylamino)phenyl]thio]-"	hsa-mir-181b-2	328145
"2,4-quinazolinediamine, 6-[[4-(dimethylamino)phenyl]thio]-"	hsa-mir-296	328145
"2,5-bis(3-amino-2,4,6-trinitrophenyl)-1,3,4-thiadiazole"	hsa-mir-106a	385374
"2,5-bis(3-amino-2,4,6-trinitrophenyl)-1,3,4-thiadiazole"	hsa-mir-138-1	385374
"2,5-bis(3-amino-2,4,6-trinitrophenyl)-1,3,4-thiadiazole"	hsa-mir-142	385374
"2,5-bis(3-amino-2,4,6-trinitrophenyl)-1,3,4-thiadiazole"	hsa-mir-18a	385374
"2,5-bis(3-amino-2,4,6-trinitrophenyl)-1,3,4-thiadiazole"	hsa-mir-20a	385374
"2,5-bis(3-amino-2,4,6-trinitrophenyl)-1,3,4-thiadiazole"	hsa-mir-21	385374
"2,5-bis(3-amino-2,4,6-trinitrophenyl)-1,3,4-thiadiazole"	hsa-mir-22	385374
"2,5-bis(3-amino-2,4,6-trinitrophenyl)-1,3,4-thiadiazole"	hsa-mir-25	385374
"2,5-bis(3-amino-2,4,6-trinitrophenyl)-1,3,4-thiadiazole"	hsa-mir-27b	385374
"2,5-bis(3-amino-2,4,6-trinitrophenyl)-1,3,4-thiadiazole"	hsa-mir-365-2	385374
"2,5-bis(3-amino-2,4,6-trinitrophenyl)-1,3,4-thiadiazole"	hsa-mir-92a-2	385374
"2,5-bis(3-amino-2,4,6-trinitrophenyl)-1,3,4-thiadiazole"	hsa-mir-93	385374
"2,5-bis(chloromethyl)-p-xylene"	hsa-let-7a-1	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-let-7a-3	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-let-7b	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-let-7c	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-let-7e	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-let-7g	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-let-7i	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-100	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-105-1	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-10a	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-10b	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-125a	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-125b-1	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-125b-2	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-132	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-135b	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-151	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-153-1	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-154	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-15a	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-188	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-219-1	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-21	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-221	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-222	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-23a	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-23b	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-24-1	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-24-2	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-26a-1	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-26a-2	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-27a	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-27b	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-28	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-29a	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-30a	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-30b	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-30c-1	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-30c-2	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-30d	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-30e	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-31	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-324	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-337	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-340	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-345	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-365-2	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-500	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-501	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-502	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-505	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-517c	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-99a	80530
"2,5-bis(chloromethyl)-p-xylene"	hsa-mir-99b	80530
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-let-7a-1	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-let-7a-2	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-let-7a-3	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-let-7b	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-let-7c	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-let-7e	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-100	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-105-2	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-10b	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-125a	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-125b-1	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-125b-2	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-142	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-18a	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-193a	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-193b	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-20a	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-20b	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-218-2	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-219-1	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-21	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-221	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-222	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-22	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-23a	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-23b	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-24-1	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-24-2	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-25	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-27a	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-27b	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-28	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-29a	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-339	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-365-1	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-519e	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-92a-2	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-9-3	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-93	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-99a	227681
"(2,5-dioxo-2,5-dihydro-1h-pyrrol-1-yl)methyl propionate"	hsa-mir-99b	227681
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-100	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-106a	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-10a	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-10b	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-125a	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-125b-1	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-125b-2	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-128-2	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-134	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-142	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-17	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-18a	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-193a	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-193b	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-19b-1	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-19b-2	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-20a	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-20b	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-21	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-23a	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-23b	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-24-1	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-24-2	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-25	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-27b	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-28	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-32	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-33a	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-365-1	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-365-2	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-92a-1	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-92a-2	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-93	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-99a	361733
"2,5-norbornadiene-2-carboxylic acid, 3-formyl-, methylester"	hsa-mir-99b	361733
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-100	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-101-2	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-106a	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-10a	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-10b	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-125a	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-125b-1	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-128-2	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-142	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-151	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-17	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-18a	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-193a	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-193b	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-19a	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-19b-1	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-19b-2	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-20a	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-20b	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-23a	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-23b	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-24-1	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-24-2	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-25	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-27b	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-28	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-33a	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-363	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-365-1	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-365-2	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-516a-2	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-92a-1	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-92a-2	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-93	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-95	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-99a	366009
"2,5-pyrrolidinedione, 1-(3-ethynylphenyl)-"	hsa-mir-99b	366009
"2,6-diamino-4-cyclohexylmethoxy-5-nitrosopyrimidine"	hsa-mir-27a	398148
"2,6-dibenzylidenecyclohexanone"	hsa-mir-106a	1550330
"2,6-dibenzylidenecyclohexanone"	hsa-mir-18a	1550330
"2,6-dibenzylidenecyclohexanone"	hsa-mir-20a	1550330
"2,6-dibenzylidenecyclohexanone"	hsa-mir-20b	1550330
"2,6-dibenzylidenecyclohexanone"	hsa-mir-25	1550330
"2,6-dibenzylidenecyclohexanone"	hsa-mir-92a-2	1550330
"2,6-dibenzylidenecyclohexanone"	hsa-mir-93	1550330
"2,6-dinitrochlorobenzene"	hsa-mir-185	11814
"2,6-dinitrochlorobenzene"	hsa-mir-21	11814
"2,6-dinitrochlorobenzene"	hsa-mir-28	11814
"2,6-epoxy-2h-1-benzoxocin-5(6h)-one, 6,8-dimethyl-"	hsa-mir-106a	434882
"2,6-epoxy-2h-1-benzoxocin-5(6h)-one, 6,8-dimethyl-"	hsa-mir-142	434882
"2,6-epoxy-2h-1-benzoxocin-5(6h)-one, 6,8-dimethyl-"	hsa-mir-18a	434882
"2,6-epoxy-2h-1-benzoxocin-5(6h)-one, 6,8-dimethyl-"	hsa-mir-19b-1	434882
"2,6-epoxy-2h-1-benzoxocin-5(6h)-one, 6,8-dimethyl-"	hsa-mir-20a	434882
"2,6-epoxy-2h-1-benzoxocin-5(6h)-one, 6,8-dimethyl-"	hsa-mir-20b	434882
"2,6-epoxy-2h-1-benzoxocin-5(6h)-one, 6,8-dimethyl-"	hsa-mir-25	434882
"2,6-epoxy-2h-1-benzoxocin-5(6h)-one, 6,8-dimethyl-"	hsa-mir-92a-2	434882
"2,6-epoxy-2h-1-benzoxocin-5(6h)-one, 6,8-dimethyl-"	hsa-mir-93	434882
"2,7-bis(methoxycarbonylmethyl)-10-methylphenothiazine"	hsa-mir-106a	384444
